"","Raw.genus","Raw.species"
"11732","Pachycondyla","Pachycondyla testacea"
"11733","Pseudonotoncus","Pseudonotoncus hirsutus"
"11734","Strumigenys","Strumigenys yaleopleura"
"11735","Strumigenys","Strumigenys irrorata"
"11736","Strumigenys","Strumigenys decollata"
"11737","Pyramica","Pyramica emarginata"
"11738","Rhytidoponera","Rhytidoponera chalybaea"
"11739","Podomyrma","Podomyrma testacea"
"11740","Tetramorium","Tetramorium exasperatum"
"11741","Leptothorax","Leptothorax darlingtoni"
"11742","Leptothorax","Leptothorax ixili"
"11743","Crematogaster","Crematogaster rudis"
"11744","Paratrechina","Paratrechina flavipes"
"11745","Cerapachys","Cerapachys sculpturatus"
"11746","Echinopla",""
"11747","Pseudomyrmex","Pseudomyrmex weberi"
"11748","Pseudomyrmex","Pseudomyrmex ethicus"
"11749","Calomyrmex","Calomyrmex tropicus"
"11750","Camponotus","Camponotus lamborni"
"11751","Camponotus","Camponotus confluens"
"11752","Camponotus","Camponotus janeti"
"11753","Camponotus","Camponotus macilentus"
"11754","Dolichoderus","Dolichoderus carbonarius"
"11755","Lasius","Lasius piliferus"
"11756","Cephalotes","Cephalotes palta"
"11757","Cephalotes","Cephalotes mompox"
"11758","Cephalotes","Cephalotes serratus"
"11759","Paratrechina","Paratrechina weissi"
"11760","Polyrhachis","Polyrhachis lacteipennis"
"11761","Polyrhachis","Polyrhachis saevissima"
"11762","Opisthopsis","Opisthopsis pictus"
"11763","Trachymyrmex","Trachymyrmex jamaicensis"
"11764","Crematogaster","Crematogaster delagoensis"
"11765","Crematogaster","Crematogaster difformis"
"11766","Pheidole","Pheidole arietans"
"11767","Pheidole","Pheidole rotundata"
"11768","Camponotus","Camponotus imitator"
"11769","Paraparatrechina","Paraparatrechina foreli"
"11770","Melophorus","Melophorus inconspicuus"
"11771","Pachycondyla","Euponera antsiraka"
"11772","Azteca","Azteca chartifex"
"11773","Monomorium","Monomorium vaguum"
"11774","Monomorium","Monomorium rhopalocerum"
"11775","Monomorium","Monomorium affabile"
"11776","Blepharidatta","Blepharidatta brasiliensis"
"11777","Ocymyrmex","Ocymyrmex laticeps"
"11778","Acropyga","Acropyga oko"
"11779","Myrmecocystus","Myrmecocystus mexicanus"
"11780","Atopomyrmex","Atopomyrmex cryptoceroides"
"11781","Anochetus","Anochetus fuliginosus"
"11782","Pachycondyla","Pachycondyla melanaria"
"11783","Strumigenys","Strumigenys perparva"
"11784","Myrmicaria","Myrmicaria fusca"
"11785","Mycetarotes","Mycetarotes senticosus"
"11786","Rhytidoponera","Rhytidoponera hanieli"
"11787","Stigmacros","Stigmacros striata"
"11788","Crematogaster","Crematogaster ebenina"
"11789","Cerapachys","Cerapachys aitkenii"
"11790","Lenomyrmex",""
"11791","Gnamptogenys","Gnamptogenys kempfi"
"11792","Hypoponera","Hypoponera foeda"
"11793","Pseudoneoponera","Pseudoneoponera sublaevis"
"11794","Camponotus","Camponotus fastigatus"
"11795","Camponotus","Camponotus extensus"
"11796","Camponotus","Camponotus bituberculatus"
"11797","Camponotus","Camponotus ocreatus"
"11798","Camponotus","Camponotus depressus"
"11799","Camponotus","Camponotus ceriseipes"
"11800","Myrmecia","Myrmecia vindex"
"11801","Lasius","Lasius humilis"
"11802","Cephalotes","Cephalotes ramiphilus"
"11803","Hypoponera","Hypoponera inexorata"
"11804","Crematogaster","Crematogaster impressa"
"11805","Strumigenys","Strumigenys diux"
"11806","Gnamptogenys","Gnamptogenys brunoi"
"11807","Aphaenogaster","Aphaenogaster amphioceanica"
"11808","Monomorium","Monomorium eremum"
"11809","Temnothorax","Temnothorax wardi"
"11810","Paraparatrechina","Paraparatrechina glabra"
"11811","Paraparatrechina","Paraparatrechina illusio"
"11812","Pheidole","Pheidole besalon"
"11813","Neoponera","Neoponera moesta"
"11814","Lepisiota","Lepisiota elbazi"
"11815","Camponotus","Camponotus riedeli"
"11816","Formica","Formica cinereofusca"
"11817","Aphaenogaster","Aphaenogaster sommerfeldti"
"11818","Anonychomyrma","Anonychomyrma anguliceps"
"11819","Messor","Messor nahali"
"11820","Polyrhachis","Polyrhachis lombokensis"
"11821","Polyrhachis","Polyrhachis rossi"
"11822","Romblonella","Romblonella palauensis"
"11823","Eurhopalothrix","Eurhopalothrix greensladei"
"11824","Stereomyrmex",""
"11825","Lordomyrma","Lordomyrma punctiventris"
"11826","Pheidole","Pheidole flavothoracica"
"11827","Tetramorium","Tetramorium adpressum"
"11828","Crematogaster","Crematogaster werneri"
"11829","Cataulacus","Cataulacus nenassus"
"11830","Iridomyrmex","Iridomyrmex difficilis"
"11831","Gnamptogenys","Gnamptogenys interrupta"
"11832","Myrmoteras","Myrmoteras insulcatum"
"11833","Camponotus","Camponotus planus"
"11834","Camponotus","Camponotus cilicicus"
"11835","Camponotus","Camponotus ursus"
"11836","Cephalotes","Cephalotes persimilis"
"11837","Monomorium","Monomorium sordidum"
"11838","Polyrhachis","Polyrhachis biroi"
"11839","Aphaenogaster","Aphaenogaster smythiesii"
"11840","Nylanderia","Nylanderia usambarica"
"11841","Euprenolepis","Euprenolepis thrix"
"11842","Malagidris","Malagidris belti"
"11843","Myrmecina","Myrmecina silvalaeva"
"11844","Titanomyrma","Titanomyrma lubei"
"11845","Cardiocondyla","Cardiocondyla unicalis"
"11846","Tetramorium","Tetramorium amalae"
"11847","Melophorus","Melophorus translucens"
"11848","Pyramica","Pyramica nepalensis"
"11849","Atta","Atta colombica"
"11850","Pheidole","Pheidole ajaxigibba"
"11851","Temnothorax","Temnothorax liviae"
"11852","Paraphaenogaster","Paraphaenogaster wuttkei"
"11853","Monomorium","Monomorium alamarum"
"11854","Formica","Formica xerophila"
"11855","Pseudolasius","Pseudolasius mayri"
"11856","Discothyrea","Discothyrea antarctica"
"11857","Pristomyrmex","Pristomyrmex pungens"
"11858","Aphaenogaster","Aphaenogaster pythia"
"11859","Messor","Messor intermedius"
"11860","Centromyrmex","Centromyrmex alfaroi"
"11861","Cardiocondyla","Cardiocondyla nigrocerea"
"11862","Dorylus","Dorylus acutus"
"11863","Polyrhachis","Polyrhachis lilianae"
"11864","Basiceros","Basiceros conjugans"
"11865","Pachycondyla","Pachycondyla crassinoda"
"11866","Pachycondyla","Pachycondyla ferruginea"
"11867","Myrmicaria","Myrmicaria castanea"
"11868","Colobostruma","Colobostruma leae"
"11869","Pheidole","Pheidole fervida"
"11870","Stigmacros","Stigmacros hirsuta"
"11871","Tetramorium","Tetramorium maurum"
"11872","Crematogaster","Crematogaster eurydice"
"11873","Crematogaster","Crematogaster walshi"
"11874","Cataulacus","Cataulacus micans"
"11875","Cataulacus","Cataulacus pullus"
"11876","Paratrechina","Paratrechina sharpii"
"11877","Platythyrea","Platythyrea exigua"
"11878","Gnamptogenys","Gnamptogenys sulcata"
"11879","Gnamptogenys","Gnamptogenys mordax"
"11880","Hypoponera","Hypoponera mandibularis"
"11881","Neivamyrmex","Neivamyrmex moseri"
"11882","Neivamyrmex","Neivamyrmex lieselae"
"11883","Melophorus","Melophorus bagoti"
"11884","Camponotus","Camponotus amphidus"
"11885","Camponotus","Camponotus gombaki"
"11886","Camponotus","Camponotus fumidus"
"11887","Dolichoderus","Dolichoderus rohweri"
"11888","Solenopsis","Solenopsis basalis"
"11889","Lasiophanes","Lasiophanes atriventris"
"11890","Myrmecia","Myrmecia potteri"
"11891","Pheidole","Pheidole rinae"
"11892","Polyrhachis","Polyrhachis illaudata"
"11893","Crematogaster","Crematogaster borneensis"
"11894","Myrmicaria","Myrmicaria brunnea"
"11895","Lachnomyrmex","Lachnomyrmex grandis"
"11896","Aphaenogaster","Aphaenogaster reichelae"
"11897","Myrmecia","Myrmecia impaternata"
"11898","Crematogaster","Crematogaster obscurata"
"11899","Odontomachus","Odontomachus haematodus"
"11900","Dolichoderus","Dolichoderus gibbosus"
"11901","Paratrechina","Paratrechina fulva"
"11902","Adelomyrmex","Adelomyrmex dentivagans"
"11903","Tapinoma","Tapinoma aberrans"
"11904","Leptothorax","Leptothorax wollastoni"
"11905","Melophorus","Melophorus pusillus"
"11906","Strumigenys","Strumigenys victrix"
"11907","Leptomyrmex","Leptomyrmex neotropicus"
"11908","Pristomyrmex","Pristomyrmex trogor"
"11909","Formicoxenus","Formicoxenus provancheri"
"11910","Vollenhovia","Vollenhovia banksi"
"11911","Myrmelachista","Myrmelachista bettinae"
"11912","Strumigenys","Strumigenys perplexa"
"11913","Leptogenys","Leptogenys jeanneli"
"11914","Leptogenys","Leptogenys chalybaea"
"11915","Pheidole","Pheidole trapezoidea"
"11916","Pheidole","Pheidole havilandi"
"11917","Pheidole","Pheidole conficta"
"11918","Myopias","Myopias bidens"
"11919","Crematogaster","Crematogaster bison"
"11920","Crematogaster","Crematogaster adrepens"
"11921","Crematogaster","Crematogaster barbouri"
"11922","Crematogaster","Crematogaster lobata"
"11923","Iridomyrmex","Iridomyrmex splendens"
"11924","Platythyrea","Platythyrea occidentalis"
"11925","Pseudomyrmex","Pseudomyrmex euryblemma"
"11926","Myrmoxenus","Myrmoxenus brigitae"
"11927","Leptothorax","Leptothorax nassonovi"
"11928","Camponotus","Camponotus nigriceps"
"11929","Camponotus","Camponotus atrox"
"11930","Dolichoderus","Dolichoderus siggii"
"11931","Dolichoderus","Dolichoderus gibbus"
"11932","Azteca","Azteca coussapoae"
"11933","Pheidole","Pheidole strator"
"11934","Pheidole","Pheidole risii"
"11935","Crematogaster","Crematogaster gerstaeckeri"
"11936","Linepithema","Linepithema cerradense"
"11937","Pheidole","Pheidole lancifer"
"11938","Myrmica","Myrmica rubra"
"11939","Tetramorium","Tetramorium ambanizana"
"11940","Dolichoderus","Dolichoderus nitidus"
"11941","Crematogaster","Crematogaster mafybe"
"11942","Cardiocondyla","Cardiocondyla breviscapus"
"11943","Nesomyrmex","Nesomyrmex cingulatus"
"11944","Carebara","Carebara raberi"
"11945","Camponotus","Camponotus badius"
"11946","Camponotus","Camponotus turkestanus"
"11947","Pseudolasius","Pseudolasius pygmaeus"
"11948","Aphaenogaster","Aphaenogaster testaceopilosa"
"11949","Aphaenogaster","Aphaenogaster mayri"
"11950","Allomerus","Allomerus octoarticulatus"
"11951","Messor","Messor syriacus"
"11952","Megalomyrmex","Megalomyrmex miri"
"11953","Polyrhachis","Polyrhachis xiphias"
"11954","Polyrhachis","Polyrhachis similis"
"11955","Polyrhachis","Polyrhachis rere"
"11956","Tetraponera","Tetraponera nitida"
"11957","Tetraponera","Tetraponera diana"
"11958","Pachycondyla","Pachycondyla procidua"
"11959","Pachycondyla","Pachycondyla sheldoni"
"11960","Petalomyrmex","Petalomyrmex phylax"
"11961","Strumigenys","Strumigenys peetersi"
"11962","Strumigenys","Strumigenys indigatrix"
"11963","Epopostruma","Epopostruma natalae"
"11964","Pyramica","Pyramica transversa"
"11965","Leptogenys","Leptogenys centralis"
"11966","Pheidole","Pheidole comata"
"11967","Pseudaphomomyrmex",""
"11968","Orectognathus","Orectognathus sexspinosus"
"11969","Tetramorium","Tetramorium antipodum"
"11970","Tetramorium","Tetramorium hispidum"
"11971","Paratrechina","Paratrechina longicornis"
"11972","Leptanilla","Leptanilla islamica"
"11973","Leptanilla","Leptanilla swani"
"11974","Platythyrea","Platythyrea clypeata"
"11975","Hypoponera","Hypoponera inaudax"
"11976","Neivamyrmex","Neivamyrmex spatulatus"
"11977","Aphomomyrmex",""
"11978","Ireneella",""
"11979","Solenopsis","Solenopsis globularia"
"11980","Rogeria","Rogeria sicaria"
"11981","Atta","Atta capiguara"
"11982","Cephalotes","Cephalotes pilosus"
"11983","Dorylus","Dorylus fulvus"
"11984","Crematogaster","Crematogaster sculpturata"
"11985","Strumigenys","Strumigenys raymondi"
"11986","Pheidole","Pheidole heyeri"
"11987","Paratrechina","Paratrechina caledonica"
"11988","Pheidole","Pheidole cuevasi"
"11989","Paraphaenogaster","Paraphaenogaster hooleyana"
"11990","Cyrtopone","Cyrtopone elongata"
"11991","Protomyrmica","Protomyrmica atavia"
"11992","Paraparatrechina","Paraparatrechina foreli"
"11993","Myrmica","Myrmica elmesi"
"11994","Temnothorax","Temnothorax pseudandrei"
"11995","Eurhopalothrix","Eurhopalothrix megalops"
"11996","Nesomyrmex","Nesomyrmex bidentatus"
"11997","Temnothorax","Temnothorax salvini"
"11998","Pheidole","Pheidole perissothrix"
"11999","Pheidole","Pheidole savegre"
"12000","Aphaenogaster","Aphaenogaster maculifrons"
"12001","Strumigenys","Strumigenys waiwai"
"12002","Rasopone","Rasopone pluviselva"
"12003","Temnothorax","Temnothorax bison"
"12004","Monomorium","Monomorium disoriente"
"12005","Stenamma","Stenamma wheelerorum"
"12006","Anoplolepis","Anoplolepis custodiens"
"12007","Strongylognathus","Strongylognathus alpinus"
"12008","Polyrhachis","Polyrhachis glabrinota"
"12009","Lophomyrmex",""
"12010","Epopostruma","Epopostruma vitta"
"12011","Tetramorium","Tetramorium impurum"
"12012","Leptothorax","Leptothorax rugatulus"
"12013","Crematogaster","Crematogaster desperans"
"12014","Cataulacus","Cataulacus cestus"
"12015","Hypoponera","Hypoponera congrua"
"12016","Neivamyrmex","Neivamyrmex pullus"
"12017","Pilotrochus","Pilotrochus besmerus"
"12018","Chyphotes",""
"12019","Camponotus","Camponotus cocosensis"
"12020","Ponera","Ponera borneensis"
"12021","Attopsis","Attopsis longipennis"
"12022","Pheidole","Pheidole fallax"
"12023","Crematogaster","Crematogaster coelestis"
"12024","Forelius","Forelius nigriventris"
"12025","Myrmelachista","Myrmelachista rogeri"
"12026","Eciton","Eciton vagans"
"12027","Aphaenogaster","Aphaenogaster pallida"
"12028","Nylanderia","Nylanderia mendica"
"12029","Pheidole","Pheidole longinoi"
"12030","Solenopsis","Solenopsis medioclara"
"12031","Cephalotes","Cephalotes laminatus"
"12032","Camponotites","Camponotites silvestris"
"12033","Strumigenys","Strumigenys brevicornis"
"12034","Melophorus","Melophorus eumorphus"
"12035","Decamorium","Decamorium uelense"
"12036","Dolichoderus",""
"12037","Monomorium","Monomorium albopilosum"
"12038","Monomorium","Monomorium nitidiventre"
"12039","Formica","Formica rubescens"
"12040","Ocymyrmex","Ocymyrmex okys"
"12041","Thaumatomyrmex","Thaumatomyrmex mutilatus"
"12042","Dinoponera","Dinoponera lucida"
"12043","Polyrhachis",""
"12044","Polyrhachis","Polyrhachis hippomanes"
"12045","Polyrhachis","Polyrhachis gribodoi"
"12046","Polyrhachis","Polyrhachis mindanaensis"
"12047","Myrmelachista","Myrmelachista schumanni"
"12048","Protazteca","Protazteca quadrata"
"12049","Anochetus","Anochetus katonae"
"12050","Pachycondyla","Pachycondyla granosa"
"12051","Strumigenys","Strumigenys spathula"
"12052","Strumigenys","Strumigenys longispinosa"
"12053","Lepisiota","Lepisiota spinosior"
"12054","Pheidole","Pheidole inscrobiculata"
"12055","Pheidole","Pheidole vallicola"
"12056","Pheidole","Pheidole decarinata"
"12057","Pheidologeton","Pheidologeton dentiviris"
"12058","Tetramorium","Tetramorium psymanum"
"12059","Gnamptogenys","Gnamptogenys pleurodon"
"12060","Hypoponera","Hypoponera exoecata"
"12061","Echinopla","Echinopla mistura"
"12062","Pseudomyrmex","Pseudomyrmex macrops"
"12063","Camponotus","Camponotus bellus"
"12064","Camponotus","Camponotus olivieri"
"12065","Camponotus","Camponotus rectangularis"
"12066","Camponotus","Camponotus inconspicuus"
"12067","Solenopsis","Solenopsis hammari"
"12068","Lasiophanes","Lasiophanes hoffmanni"
"12069","Ponera","Ponera coarctata"
"12070","Mayriella","Mayriella hackeri"
"12071","Cephalotes","Cephalotes liepini"
"12072","Pheidole","Pheidole concentrica"
"12073","Odontoponera","Odontoponera transversa"
"12074","Dendromyrmex","Dendromyrmex fabricii"
"12075","Pachycondyla","Pachycondyla piliventris"
"12076","Myrmicaria","Myrmicaria carinata"
"12077","Myrmicaria","Myrmicaria exigua"
"12078","Cataglyphis","Cataglyphis cursor"
"12079","Strumigenys","Strumigenys abdera"
"12080","Pheidole","Pheidole mincana"
"12081","Camponotus","Camponotus herculeanus"
"12082","Malagidris","Malagidris alperti"
"12083","Polyrhachis","Polyrhachis bedeloweryi"
"12084","Pheidole","Pheidole christinae"
"12085","Proceratium","Proceratium sali"
"12086","Leptothorax","Leptothorax berlandi"
"12087","Melophorus","Melophorus clypeatus"
"12088","Hypoclinea","Hypoclinea flavipes"
"12089","Camponotus","Camponotus micans"
"12090","Monomorium","Monomorium falcatum"
"12091","Myrmecina","Myrmecina rugosa"
"12092","Aphaenogaster","Aphaenogaster fabulosa"
"12093","Cardiocondyla","Cardiocondyla shuckardi"
"12094","Anoplolepis","Anoplolepis macgregori"
"12095","Aenictus","Aenictus jacobsoni"
"12096","Aenictus","Aenictus steindachneri"
"12097","Polyrhachis","Polyrhachis batesi"
"12098","Polyrhachis","Polyrhachis esarata"
"12099","Tetraponera","Tetraponera anthracina"
"12100","Pachycondyla","Pachycondyla holmgreni"
"12101","Pachycondyla","Pachycondyla sikorae"
"12102","Simopone","Simopone oculata"
"12103","Tetramorium","Tetramorium argenteopilosum"
"12104","Crematogaster","Crematogaster coelestis"
"12105","Dorymyrmex","Dorymyrmex wolffhuegeli"
"12106","Procryptocerus","Procryptocerus sampaioi"
"12107","Cladomyrma","Cladomyrma maschwitzi"
"12108","Echinopla","Echinopla silvestrii"
"12109","Camponotus","Camponotus sexguttatus"
"12110","Solenopsis","Solenopsis zeteki"
"12111","Atta","Atta cephalotes"
"12112","Pheidole","Pheidole punctulata"
"12113","Pheidole","Pheidole susannae"
"12114","Technomyrmex","Technomyrmex albipes"
"12115","Hypoponera","Hypoponera distinguenda"
"12116","Crematogaster","Crematogaster gallicola"
"12117","Messor","Messor arenarius"
"12118","Aenictus","Aenictus wayani"
"12119","Pheidole","Pheidole pegasus"
"12120","Technomyrmex","Technomyrmex gorgona"
"12121","Pachycondyla","Pachycondyla apicalis"
"12122","Pheidole","Pheidole lineafrons"
"12123","Pheidole","Pheidole indagarama"
"12124","Pheidole","Pheidole costaricensis"
"12125","Myrmecocystus","Myrmecocystus melliger"
"12126","Monomorium","Monomorium inquilinum"
"12127","Formica","Formica criniventris"
"12128","Anonychomyrma","Anonychomyrma malandana"
"12129","Myrmecocystus","Myrmecocystus perimeces"
"12130","Aenictus","Aenictus trigonus"
"12131","Aenictus","Aenictus nganduensis"
"12132","Polyrhachis","Polyrhachis lucens"
"12133","Polyrhachis","Polyrhachis levior"
"12134","Myrmica","Myrmica jessensis"
"12135","Strumigenys","Strumigenys smythiesii"
"12136","Labidus","Labidus auropubens"
"12137","Phasmomyrmex","Phasmomyrmex wolfi"
"12138","Leptogenys","Leptogenys mastax"
"12139","Stigmacros","Stigmacros anthracina"
"12140","Simopone","Simopone conciliatrix"
"12141","Tetramorium","Tetramorium zapyrum"
"12142","Tetramorium","Tetramorium inezulae"
"12143","Crematogaster","Crematogaster luctans"
"12144","Paratrechina","Paratrechina austroccidua"
"12145","Plectroctena","Plectroctena dentata"
"12146","Procryptocerus","Procryptocerus pictipes"
"12147","Neivamyrmex","Neivamyrmex tristis"
"12148","Neivamyrmex","Neivamyrmex orthonotus"
"12149","Metapone","Metapone gracilis"
"12150","Myrmica",""
"12151","Camponotus","Camponotus landolti"
"12152","Camponotus","Camponotus compositor"
"12153","Solenopsis","Solenopsis lotophaga"
"12154","Atta","Atta goiana"
"12155","Atta","Atta insularis"
"12156","Cephalotes","Cephalotes spinosus"
