taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1314971	Formica creightoni Buren, 1968	1314971	Formica creightoni Buren, 1968	16	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica creightoni	1314971	
1316869	Tapinoma acuminatum Forel, 1907	1316869	Tapinoma acuminatum Forel, 1907	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tapinoma	1316784	Tapinoma acuminatum	1316869	
1317371	Terataner alluaudi (Emery, 1895)	1317371	Terataner alluaudi (Emery, 1895)	613	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Terataner	1317363	Terataner alluaudi	1317371	
1319520	Anochetus africanus (Mayr, 1865)	1319520	Anochetus africanus (Mayr, 1865)	262	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Anochetus	1319461	Anochetus africanus	1319520	
1320723	Recurvidris hebe Bolton, 1992	1320723	Recurvidris hebe Bolton, 1992	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Recurvidris	1320716	Recurvidris hebe	1320723	
1320808	Plagiolepis dichroa Forel, 1902	1320808	Plagiolepis dichroa Forel, 1902	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Plagiolepis	1320758	Plagiolepis dichroa	1320808	
1321351	Leptogenys mactans Bolton, 1975	1321351	Leptogenys mactans Bolton, 1975	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptogenys	1321215	Leptogenys mactans	1321351	
1322264	Pheidole capensis Mayr, 1862	1322264	Pheidole capensis Mayr, 1862	179	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole capensis	1322264	
1323287	Tetramorium concaviceps Bursakov, 1984	1323287	Tetramorium concaviceps Bursakov, 1984	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium concaviceps	1323287	
1323305	Tetramorium marginatum Forel, 1895	1323305	Tetramorium marginatum Forel, 1895	108	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium marginatum	1323305	
1323684	Oligomyrmex eidmanni (Menozzi, 1936)	1323684	Oligomyrmex eidmanni (Menozzi, 1936)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Oligomyrmex	1323617	Oligomyrmex eidmanni	1323684	
1324394	Crematogaster perelegans Forel, 1902	1324394	Crematogaster perelegans Forel, 1902	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster perelegans	1324394	
1324867	Crematogaster biformis Andre, 1892	1324867	Crematogaster biformis Andre, 1892	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster biformis	1324867	
1326825	Neivamyrmex vicinus Borgmeier, 1953	1326825	Neivamyrmex vicinus Borgmeier, 1953	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Neivamyrmex	1326810	Neivamyrmex vicinus	1326825	
1326876	Neivamyrmex macropterus Borgmeier, 1953	1326876	Neivamyrmex macropterus Borgmeier, 1953	29	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Neivamyrmex	1326810	Neivamyrmex macropterus	1326876	
1327337	Calomyrmex Emery, 1895	1327337	Calomyrmex Emery, 1895	602	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Calomyrmex	1327337			
1327361	Dilobocondyla fulva Viehmeyer, 1916	1327361	Dilobocondyla fulva Viehmeyer, 1916	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Dilobocondyla	1327360	Dilobocondyla fulva	1327361	
1327436	Amblyopone armigera Mayr, 1887	1327436	Amblyopone armigera Mayr, 1887	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Amblyopone	1327374	Amblyopone armigera	1327436	
5033166	Camponotus ligeus Donisthorpe, 1931	5033166	Camponotus ligeus Donisthorpe, 1931	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus ligeus	5033166	
5034356	Camponotus christi ferrugineus Emery, 1899	5034356	Camponotus christi ferrugineus Emery, 1899	15	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus christi	5034355	
5034493	Camponotus urichi Forel, 1899	5034493	Camponotus urichi Forel, 1899	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus urichi	5034493	
5034739	Camponotus linnaei maccus Wheeler, 1934	5034739	Camponotus linnaei maccus Wheeler, 1934	7	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus linnaei	5034738	
5034880	Dolichoderus mesonotalis Forel, 1907	5034880	Dolichoderus mesonotalis Forel, 1907	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Dolichoderus	1314182	Dolichoderus mesonotalis	5034880	
5035001	Solenopsis major Theobald, 1937	5035001	Solenopsis major Theobald, 1937	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Solenopsis	9107211	Solenopsis major	5035001	
5035501	Myrmecia fuscipes Clark, 1951	5035501	Myrmecia fuscipes Clark, 1951	128	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Myrmecia	1317709	Myrmecia fuscipes	5035501	
5035807	Lasius capitatus (Kuznetsov-Ugamsky, 1927)	5035807	Lasius capitatus (Kuznetsov-Ugamsky, 1927)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lasius	1325751	Lasius capitatus	5035807	
6243905	Pheidole megacephala rotundata Forel, 1894	6243905	Pheidole megacephala rotundata Forel, 1894	11	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole megacephala	1322635	
6244231	Pheidole biconstricta bicolor Emery, 1890	6244231	Pheidole biconstricta bicolor Emery, 1890	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole biconstricta	1321894	
6245651	Leptothorax ambiguus foveatus Smith, 1934	6245651	Leptothorax ambiguus foveatus Smith, 1934	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptothorax	1323767	Leptothorax ambiguus	1324207	
6246129	Crematogaster brevispinosa brevidentata Forel, 1912	6246129	Crematogaster brevispinosa brevidentata Forel, 1912	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster brevispinosa	1324603	
6246153	Crematogaster natalensis braunsi Emery, 1922	6246153	Crematogaster natalensis braunsi Emery, 1922	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster natalensis	1325167	
6547541	Macromischa rottenbergi Emery, 1870	1323947	Leptothorax rottenbergii (Emery, 1870)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptothorax	1323767	Leptothorax rottenbergii	1323947	
7218771	Camponotus rufoglaucus rufoglaucus	7218771	Camponotus rufoglaucus rufoglaucus	11	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus rufoglaucus	1313073	
7544913	Strumigenys odacon	7544913	Strumigenys odacon	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Strumigenys	1320203	Strumigenys odacon	7544913	
7659915	Pheidole scabriventris	7659915	Pheidole scabriventris	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole scabriventris	7659915	
7664179	Technomyrmex vitiensis Mann, 1921	7664179	Technomyrmex vitiensis Mann, 1921	920	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Technomyrmex	1320039	Technomyrmex vitiensis	7664179	
8765239	Nesomyrmex inhaca Hita Garcia, Mbanyana, Audisio & Alpert, 2017	8765239	Nesomyrmex inhaca Hita Garcia, Mbanyana, Audisio & Alpert, 2017	17	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Nesomyrmex	7731605	Nesomyrmex inhaca	8765239	
8768771	Atopomyrmex mocquerysi var. australis	8768771	Atopomyrmex mocquerysi var. australis	1	VARIETY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Atopomyrmex	1319122	Atopomyrmex mocquerysi	1319123	
9071953	Xiphomyrmex spinosus Pergande, 1896	1323327	Tetramorium spinosum (Pergande, 1896)	7	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium spinosum	1323327	
9262361	Nylanderia caeciliae (Forel, 1899)	1325480	Paratrechina caeciliae (Forel, 1899)	86	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Paratrechina	1325421	Paratrechina caeciliae	1325480	
1314427	Monomorium kelapre Bolton, 1987	1314427	Monomorium kelapre Bolton, 1987	44	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Monomorium	1314419	Monomorium kelapre	1314427	
1314557	Monomorium trake Bolton, 1987	1314557	Monomorium trake Bolton, 1987	19	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Monomorium	1314419	Monomorium trake	1314557	
1315232	Myrmecina mandibularis Viehmeyer, 1914	1315232	Myrmecina mandibularis Viehmeyer, 1914	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Myrmecina	1315201	Myrmecina mandibularis	1315232	
1315727	Pristomyrmex Mayr, 1866	1315727	Pristomyrmex Mayr, 1866	787	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pristomyrmex	1315727			
1315772	Pristomyrmex cribrarius Arnold, 1926	1315772	Pristomyrmex cribrarius Arnold, 1926	129	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pristomyrmex	1315727	Pristomyrmex cribrarius	1315772	
1315793	Calyptomyrmex emeryi Forel, 1901	1315793	Calyptomyrmex emeryi Forel, 1901	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Calyptomyrmex	1315779	Calyptomyrmex emeryi	1315793	
1316252	Alloformica flavicornis (Kuznetsov-Ugamsky, 1926)	1316252	Alloformica flavicornis (Kuznetsov-Ugamsky, 1926)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Alloformica	1316251	Alloformica flavicornis	1316252	
1316291	Melissotarsus weissi Santschi, 1910	1316291	Melissotarsus weissi Santschi, 1910	58	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Melissotarsus	1316287	Melissotarsus weissi	1316291	
1316331	Ocymyrmex robecchii Emery, 1892	1316331	Ocymyrmex robecchii Emery, 1892	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Ocymyrmex	1316299	Ocymyrmex robecchii	1316331	
1316872	Tapinoma silvestrii Wheeler, 1928	1316872	Tapinoma silvestrii Wheeler, 1928	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tapinoma	1316784	Tapinoma silvestrii	1316872	
1317325	Brachymyrmex gagates Wheeler, 1934	1317325	Brachymyrmex gagates Wheeler, 1934	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Brachymyrmex	1317285	Brachymyrmex gagates	1317325	
1317988	Polyrhachis fortis Emery, 1893	1317988	Polyrhachis fortis Emery, 1893	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Polyrhachis	1317959	Polyrhachis fortis	1317988	
1318492	Polyrhachis gibba Emery, 1901	1318492	Polyrhachis gibba Emery, 1901	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Polyrhachis	1317959	Polyrhachis gibba	1318492	
1318676	Romblonella elysii (Mann, 1919)	1318676	Romblonella elysii (Mann, 1919)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Romblonella	1318669	Romblonella elysii	1318676	
1318679	Romblonella yapensis Smith, 1953	1318679	Romblonella yapensis Smith, 1953	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Romblonella	1318669	Romblonella yapensis	1318679	
1319236	Tetraponera fictrix (Forel, 1897)	1319236	Tetraponera fictrix (Forel, 1897)	387	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetraponera	1319181	Tetraponera fictrix	1319236	
1319454	Rhoptromyrmex transversinodis Mayr, 1901	1319454	Rhoptromyrmex transversinodis Mayr, 1901	30	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Rhoptromyrmex	1319450	Rhoptromyrmex transversinodis	1319454	
1319502	Anochetus mayri Emery, 1884	1319502	Anochetus mayri Emery, 1884	1320	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Anochetus	1319461	Anochetus mayri	1319502	
1320414	Epopostruma Forel, 1895	1320414	Epopostruma Forel, 1895	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Epopostruma	1320414	Epopostruma avicula		
1320676	Acromyrmex laticeps (Emery, 1905)	1320676	Acromyrmex laticeps (Emery, 1905)	93	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Acromyrmex	1320640	Acromyrmex laticeps	1320676	
1321544	Rhytidoponera levior Crawley, 1925	1321544	Rhytidoponera levior Crawley, 1925	16	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Rhytidoponera	1321506	Rhytidoponera levior	1321544	
1321565	Rhytidoponera scabra (Mayr, 1876)	1321565	Rhytidoponera scabra (Mayr, 1876)	38	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Rhytidoponera	1321506	Rhytidoponera scabra	1321565	
1321713	Pheidole dyctiota Kempf, 1972	1321713	Pheidole dyctiota Kempf, 1972	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole dyctiota	1321713	
1323190	Tetramorium jauresi Forel, 1914	1323190	Tetramorium jauresi Forel, 1914	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium jauresi	1323190	
1323447	Tetramorium doriae Emery, 1881	1323447	Tetramorium doriae Emery, 1881	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium doriae	1323447	
1323454	Tetramorium amaurum Bolton, 1980	1323454	Tetramorium amaurum Bolton, 1980	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tetramorium	1323128	Tetramorium amaurum	1323454	
1323746	Cylindromyrmex boliviae Wheeler, 1924	1323746	Cylindromyrmex boliviae Wheeler, 1924	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cylindromyrmex	1323739	Cylindromyrmex boliviae	1323746	
1323891	Leptothorax taivanensis Wheeler, 1929	1323891	Leptothorax taivanensis Wheeler, 1929	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptothorax	1323767	Leptothorax taivanensis	1323891	
1324310	Crematogaster hezaradjatica Pisarski, 1967	1324310	Crematogaster hezaradjatica Pisarski, 1967	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster hezaradjatica	1324310	
1324949	Crematogaster lucayana Wheeler, 1905	1324949	Crematogaster lucayana Wheeler, 1905	16	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster lucayana	1324949	
1327431	Amblyopone oregonensis (Wheeler, 1915)	1327431	Amblyopone oregonensis (Wheeler, 1915)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Amblyopone	1327374	Amblyopone oregonensis	1327431	
4673103	Zasphinctus Wheeler W.M., 1918	4673103	Zasphinctus Wheeler W.M., 1918	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Zasphinctus	4673103	Zasphinctus asper		
4673325	Eusphinctus brunnicornis Emery, 1893	4673325	Eusphinctus brunnicornis Emery, 1893	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Eusphinctus	4673323	Eusphinctus brunnicornis	4673325	
4673357	Aenictus turneri Forel	4673357	Aenictus turneri Forel	171	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Aenictus	1317499	Aenictus turneri	4673357	
5033210	Camponotus cuauhtemoc Snelling, 1988	5033210	Camponotus cuauhtemoc Snelling, 1988	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus cuauhtemoc	5033210	
5033234	Camponotus traegaordhi fumeus Santschi, 1926	5033234	Camponotus traegaordhi fumeus Santschi, 1926	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus traegaordhi	5033233	
5033409	Camponotus schmeltzi kadi Mann, 1921	5033409	Camponotus schmeltzi kadi Mann, 1921	9	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus schmeltzi	5033407	
5033631	Camponotus tepicanus Pergande, 1896	5033631	Camponotus tepicanus Pergande, 1896	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus tepicanus	5033631	
5035069	Solenopsis emeryi Santschi, 1934	5035069	Solenopsis emeryi Santschi, 1934	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Solenopsis	9107211	Solenopsis emeryi	5035069	
6244942	Brachymyrmex longicornis hemiops Santschi, 1923	6244942	Brachymyrmex longicornis hemiops Santschi, 1923	4	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Brachymyrmex	1317285	Brachymyrmex longicornis	1317355	
6246553	Leptomyrmex erythrocephalus venustus Wheeler, 1934	6246553	Leptomyrmex erythrocephalus venustus Wheeler, 1934	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptomyrmex	1314370	Leptomyrmex erythrocephalus	1314398	
6246722	Melophorus turneri perthensis Wheeler, 1934	6246722	Melophorus turneri perthensis Wheeler, 1934	5	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Melophorus	1327214	Melophorus turneri	1327235	
7408845	Pheidole arctos	7408845	Pheidole arctos	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole arctos	7408845	
7846178	Pheidole bison	7846178	Pheidole bison	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole bison	7846178	
7868829	Crematogaster brevidentata	7868829	Crematogaster brevidentata	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Crematogaster	1324306	Crematogaster brevidentata	7868829	
7879180	Camponotus maculatus hesperius	7879180	Camponotus maculatus hesperius	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus maculatus	1313646	
8028256	Lasius latipes	8028256	Lasius latipes	1023	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lasius	1325751	Lasius latipes	8028256	
8137185	Neivamyrmex goyahkla	8137185	Neivamyrmex goyahkla	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Neivamyrmex	1326810	Neivamyrmex goyahkla	8137185	
8301325	Camponotus termitarius Emery, 1902	8301325	Camponotus termitarius Emery, 1902	23	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus termitarius	8301325	
8622456	Adelomyrmex anxiocalor	8622456	Adelomyrmex anxiocalor	118	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Adelomyrmex	1316772	Adelomyrmex anxiocalor	8622456	
9469791	Melophorus pelecygnathus Heterick, Castalanelli & Shattuck, 2017	9469791	Melophorus pelecygnathus Heterick, Castalanelli & Shattuck, 2017	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Melophorus	1327214	Melophorus pelecygnathus	9469791	
10839681	Formosimyrma lanyuensis Terayama, 2009	10839681	Formosimyrma lanyuensis Terayama, 2009	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formosimyrma	9397119	Formosimyrma lanyuensis	10839681	
10851623	Pheidole ferruginea Salata & Fisher, 2019	10851623	Pheidole ferruginea Salata & Fisher, 2019	268	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole ferruginea	10851623	
11081632	Mycetomoellerius farinosus (Emery, 1894)	1326474	Trachymyrmex farinosus (Emery, 1894)	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Trachymyrmex	1326422	Trachymyrmex farinosus	1326474	
11097271	Ectomomyrmex javanus Mayr, 1867	1319746	Pachycondyla javana (Mayr, 1867)	41	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pachycondyla	1319685	Pachycondyla javana	1319746	
1314509	Monomorium iyenasu Bolton, 1987	1314509	Monomorium iyenasu Bolton, 1987	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Monomorium	1314419	Monomorium iyenasu	1314509	
1316538	Centromyrmex hamulatus (Karavaiev, 1925)	1316538	Centromyrmex hamulatus (Karavaiev, 1925)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Centromyrmex	1316525	Centromyrmex hamulatus	1316538	
1317139	Cardiocondyla koshewnikovi Ruzsky, 1902	1317139	Cardiocondyla koshewnikovi Ruzsky, 1902	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cardiocondyla	1317100	Cardiocondyla koshewnikovi	1317139	
1319155	Eurhopalothrix apharogonia Snelling, 1968	1319155	Eurhopalothrix apharogonia Snelling, 1968	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Eurhopalothrix	1319140	Eurhopalothrix apharogonia	1319155	
1319528	Anochetus levaillanti Emery, 1895	1319528	Anochetus levaillanti Emery, 1895	179	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Anochetus	1319461	Anochetus levaillanti	1319528	
1319778	Pachycondyla comorensis (Andre, 1887)	1319778	Pachycondyla comorensis (Andre, 1887)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pachycondyla	1319685	Pachycondyla comorensis	1319778	
1320164	Myrmicocrypta unidentata Weber, 1937	1320164	Myrmicocrypta unidentata Weber, 1937	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Myrmicocrypta	1320154	Myrmicocrypta unidentata	1320164	
1320203	Strumigenys Smith, 1860	1320203	Strumigenys Smith, 1860	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Strumigenys	1320203	Strumigenys racabura		
